created_at;id;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;geo;lang;user_id_str;conversation_id;conversation_id_str;media_url_https;media_type;username;annotate;
Sat May 27 21:53:52 +0000 2023;1.66258E+18;1.66258E+18;@VeelaaRhie @aniesbaswedan ganjar gak ada prestasi .. 🤣\n.\nBanjir, kemiskinan, jalan rusak, stunting, kasus wadas\n.\n.\nkalo Anies sudah terbukti bangun jakarta jadi maju, cantik dan modern\n.\n.;0;0;1;1;;in;9.03671E+17;1.66245E+18;1.66245E+18;;;EagleReaper01;0;
Sat May 27 20:37:00 +0000 2023;1.66256E+18;1.66256E+18;@DoankWarto Kalau ada orgil ngamuk2 di jalan semua sepakat bila ditangkap lalu dibawa ke RSJ, nah yg beginian dilematik. Ditangkap dibilang persekusi ulama dibiarin rusak ini negara. Tp jangan2 ada yg ingin bangsa ini bubar.;0;0;0;0;;in;82710328;1.66239E+18;1.66239E+18;;;ioneinoe;0;
Sat May 27 22:43:25 +0000 2023;1.66259E+18;1.66259E+18;Yg org Jateng kLo ada Jalan yg rusak... sok viralkan!;0;0;1;1;;in;1.04488E+18;1.66259E+18;1.66259E+18;;;harismeet18;0;
Sat May 27 21:29:31 +0000 2023;1.66257E+18;1.66257E+18;@cnbcindonesia Tol yg dibanggakan jokowi mulai jadi tumbal.\nSementara jalan non tol ga pernah diperhatikan akibatnya banyak yg rusak parah.\n\nEh cebong malah banggakan panjang jalan desa yg dibangun, padahal jalan desa hanya berfungsi di dalam desa tida;0;0;0;0;;in;1.60392E+18;1.66241E+18;1.66241E+18;https://pbs.twimg.com/media/FxKj07jaQAEKzH-.jpg;photo;hulkolorijo;0;
Sat May 27 21:37:04 +0000 2023;1.66257E+18;1.66257E+18;@SWEETAL154 Katanya kalau ada jalan rusak laporkan, sudah dilaporkan malah ditegur yg lapor. Jadi mesti gimana dong, masa jalanan rusak bisa beres dengan nonton bokep sih ⁉️. https://t.co/JLDMBLyWxu;0;0;0;1;;in;1.60392E+18;1.66249E+18;1.66249E+18;https://pbs.twimg.com/ext_tw_video_thumb/1662573549314527232/pu/img/WvXQvJZdPe4do3Yk.jpg;photo;hulkolorijo;0;
Sat May 27 20:34:44 +0000 2023;1.66256E+18;1.66256E+18;@Dennysiregar7 Suka ngonten ,giliran ada yg ngonten jalan rusak di tegor;0;0;0;2;;in;1.26391E+18;1.6624E+18;1.6624E+18;;;RFuntuknegeri;0;
Sat May 27 19:03:10 +0000 2023;1.66253E+18;1.66253E+18;@ballambinlove @geloraco Lapor pak @jokowi \nJalan rusak viral nih;0;0;0;2;;in;1.5661E+18;1.66235E+18;1.66235E+18;;;dionsumir;1;
Sat May 27 19:26:37 +0000 2023;1.66254E+18;1.66254E+18;@OposisiCerdas Pak Gubernur Aku Ngga suka atau kurang senang kalau dibiarkan, laporan dulu ke pemerintah, Kemungkinan Selama Ini jalan Rusak Tersebut tidak ada 1 Orangpun Pejabat Pemerintah baik dari Tingkat Bawah sampai Pusat melewatinya, karena saking R;0;0;0;2;;in;1.65435E+18;1.66246E+18;1.66246E+18;;;MarantaleC4831;1;
Sat May 27 15:51:53 +0000 2023;1.66249E+18;1.66249E+18;Gubernur Jateng Ganjar Pranowo menegur warga yang viralkan jalan rusak. Warga membuat video teatrikal pengendara motor terjatuh beberapa waktu lalu.\n\nGanjar ngamuk , ga mau terlihat daerahnya kumuh dan rusak .😂😂😂\nhttps://t.co/dUGjL2UClf https://t.co/CNaelCQa3O;70;248;683;1407;;in;1.09335E+18;1.66249E+18;1.66249E+18;https://pbs.twimg.com/media/FxJW7N7aEAIH7GL.jpg;photo;SWEETAL154;0;
Wed May 24 23:23:04 +0000 2023;1.66151E+18;1.66151E+18;@Aldrich6996 @Dedy44169434 @HensuAja @ajengcute16__ @Andiarief__ Kelabakan ni yee, pemerintah ngeluarin buzzeRp dengan segala data nga jelas, hahahaha https://t.co/ZMbkfYVjuQ;32;139;28;68;;in;82042655;1.6613E+18;1.6613E+18;https://pbs.twimg.com/amplify_video_thumb/1661513016117182464/img/tloubmOhMS0cyari.jpg;photo;panca66;0;
Sat May 27 21:58:02 +0000 2023;1.66258E+18;1.66258E+18;@OposisiCerdas Terserah rakyat dong pak, apa hak bapak melarangnya. Lagian faktanya emang begitu kan, jalan-jalan banyak yg rusak, apalagi menjelang pemilu kayak gini.;0;0;0;0;;in;1.33381E+18;1.66246E+18;1.66246E+18;;;BoimAdji;0;
Sat May 27 19:18:45 +0000 2023;1.66254E+18;1.66254E+18;Di kab bengkayang kalbar banyak jalan yg rusak dan belum ada aspal\nSeperti kecamatan suti semarang dan kec Lumar, semoga di akhir masa jabatan bapak dapat bangun jalan tsb @KemenPU @jokowi \nSehat selalu Pak Jokowi;0;0;0;0;;in;1.12291E+18;1.66254E+18;1.66254E+18;;;NDelumar;1;
Sat May 27 22:19:44 +0000 2023;1.66258E+18;1.66258E+18;Yg jelas jalan era SBY itu rusak parah dimana mana dan era Jokowi jalan sudah sangat baik..;0;0;0;0;;in;3170491140;1.66258E+18;1.66258E+18;;;wibisono504;1;
Sat May 27 18:35:52 +0000 2023;1.66253E+18;1.66253E+18;@Mia_Kyushu Lapor 🙋‍♂️..\nVideo teatrikal jalan rusak siap untuk di viralkan .. laporan selesai 🙋‍♂️\n👮‍♂️ Lanjutken ..\n\n😂😂😂;0;1;0;1;;in;1.61859E+18;1.66251E+18;1.66251E+18;;;Farras__SS;1;
Sat May 27 15:56:04 +0000 2023;1.66249E+18;1.66249E+18;Jalan Rusak Berat Milik Provinsi Bengkulu Capai 17 Persen \n\nhttps://t.co/CaAqPgzHLJ;0;0;0;0;;in;1.38453E+18;1.66249E+18;1.66249E+18;;;InfonegeriID;0;
Sat May 27 17:47:38 +0000 2023;1.66252E+18;1.66252E+18;@KompasTV Jalan rusak karena dananya dikorupsi dari berbagai tingkatan ya ⁉️;0;0;0;0;;in;1.60392E+18;1.6625E+18;1.6625E+18;;;hulkolorijo;0;
Sat May 27 15:53:35 +0000 2023;1.66249E+18;1.66249E+18;@KakekHalal Gubernur situ oke? Banjir jateng berulang, jalan rusak, propinsi kere..;0;0;0;1;;in;1.13089E+18;1.66232E+18;1.66232E+18;;;Wildanizz1;0;
Sat May 27 18:01:31 +0000 2023;1.66252E+18;1.66252E+18;@OposisiCerdas yaelah sudah tugas pemerintah, data jalan rusak pasti ada di dinas terkait. \n\n Pertanyaannya dikerja disaat nanti viral atau gimana?;0;0;0;0;;in;1.60362E+18;1.66246E+18;1.66246E+18;;;MaulidyaAmirud1;1;
Sat May 27 17:35:59 +0000 2023;1.66251E+18;1.66251E+18;@OposisiCerdas Ngelawan perintah presiden.... d8mana presiden sdh minta warga viralkan jalan rusak;0;0;0;1;;in;1.60431E+18;1.66246E+18;1.66246E+18;;;wiryodisoerdjo;1;
Sat May 27 15:54:56 +0000 2023;1.66249E+18;1.66249E+18;Warga Desa Penago Baru Keluhkan Jalan Rusak Hingga Puluhan Tahun, Pemprov Bengkulu Minta Maaf \n\nhttps://t.co/AKTJjsPzIH;0;0;0;0;;in;1.38453E+18;1.66249E+18;1.66249E+18;;;InfonegeriID;1;
Sat May 27 16:58:35 +0000 2023;1.6625E+18;1.6625E+18;Baru Diperbaiki, Jalan di Lampung Sudah Rusak Lagi! https://t.co/HbrSqDj8NU;3;10;21;43;;in;71436318;1.6625E+18;1.6625E+18;;;KompasTV;0;
Sat May 27 15:35:50 +0000 2023;1.66248E+18;1.66248E+18;@dpr_yian berarti harus ke jalan yang rusak agar bergelombang;0;1;0;0;;in;7.99875E+17;1.66209E+18;1.66209E+18;;;liivez;0;
Sat May 27 15:54:40 +0000 2023;1.66249E+18;1.66249E+18;pak ijin lapor untuk jalan rusak parah sama kaya dilampung\nuntuk wilayah kabupaten brebes kecamatan paguyangan \ntepatnya jalan menuju wisata kebun teh kali gua\nmohon ditindak lanjuti 🙏;0;0;0;0;;in;1.66249E+18;1.66249E+18;1.66249E+18;;;pestapora15;1;
Sat May 27 15:52:55 +0000 2023;1.66249E+18;1.66249E+18;gaada cerita selain sepatu rusak karena kebanyakan duduk di jalan penuh kerikil, tangan belang, masuk angin, masuk jam 5 SUBUH. gaada kesan baik anj mana temen gugusnya agak agak.;0;0;0;0;;in;1.31476E+18;1.66249E+18;1.66249E+18;;;nooscort;1;
Sat May 27 17:26:22 +0000 2023;1.66251E+18;1.66251E+18;@SWEETAL154 Katanya, perbaiki saja semua jalan rusak, dan katakan terimakasih sudah mengingatkan. 😊;0;0;1;3;;in;1.66104E+18;1.66249E+18;1.66249E+18;;;amelcewaw36645;1;
Sat May 27 13:01:09 +0000 2023;1.66244E+18;1.66244E+18;Tebak lokasi https://t.co/bTXB3WGm06;346;1468;1106;8096;;in;110312278;1.66244E+18;1.66244E+18;https://pbs.twimg.com/media/FxIv2GaakAQFgvn.jpg;photo;aniesbaswedan;0;
Sat May 27 16:40:10 +0000 2023;1.6625E+18;1.6625E+18;"bapak udah coba sepedaan lewat jalan yang rusak karena program saluran serapan air bapak itu blom?\n\nkalo belom coba deh sensasi bahayanya itu. kalo lurus trus bisa"" jatoh atau mitir rusak, mau hindarin ke kanan dikit bikin hampir nabrak yang lawan arah""";0;0;0;0;;in;1.59706E+18;1.6625E+18;1.6625E+18;;;shapic4life;1;
Sat May 27 16:44:13 +0000 2023;1.6625E+18;1.6625E+18;@txtdaribogor Kabupaten bogor itu daerah parah padahal wilayah strategis di kelilingi beberpa kota, dari kota tangsel, kota depok dan kota bogor, tapi tetep aja slow gk ada gitu niat maju, yg penting korupsi jamaah, parung jalan yg berbatasan ama tangsel ;0;0;0;0;;in;2414058013;1.66208E+18;1.66208E+18;;;HANTZadidas;1;
Sat May 27 15:51:53 +0000 2023;1.66249E+18;1.66249E+18;Gubernur Jateng Ganjar Pranowo menegur warga yang viralkan jalan rusak. Warga membuat video teatrikal pengendara motor terjatuh beberapa waktu lalu.\n\nGanjar ngamuk , ga mau terlihat daerahnya kumuh dan rusak .😂😂😂\nhttps://t.co/dUGjL2UClf https://t.co/CNaelCQa3O;70;248;683;1407;;in;1.09335E+18;1.66249E+18;1.66249E+18;https://pbs.twimg.com/media/FxJW7N7aEAIH7GL.jpg;photo;SWEETAL154;0;
Sat May 27 12:35:03 +0000 2023;1.66244E+18;1.66244E+18;tanyarl coba ceritain pengalaman ospek versi kalian dong 💚 https://t.co/XGuaLYwv1v;602;903;1078;17293;;in;1.33165E+18;1.66244E+18;1.66244E+18;https://pbs.twimg.com/media/FxIlOgTaEAczN-z.jpg;photo;tanyakanrl;1;
Sat May 27 18:44:27 +0000 2023;1.66253E+18;1.66253E+18;@ganjarpranowo Bisa ya kayak mukanya gak tau wadas, banjir, rob, jalan rusak gitu. So innocent;0;2;1;16;;in;411384926;1.66247E+18;1.66247E+18;;;jacksparrow_us;0;
Sat May 27 14:58:53 +0000 2023;1.66247E+18;1.66247E+18;Malam minggu syahdu… https://t.co/2VXmAp61ve;54;362;296;4944;;in;109762193;1.66247E+18;1.66247E+18;https://pbs.twimg.com/media/FxJKyzhakAACsR1.jpg;photo;ganjarpranowo;1;
Sat May 27 14:40:09 +0000 2023;1.66247E+18;1.66247E+18;--TANPA INTERVENSI PEMERINTAH KOLONIAL KOTA CIBINONG, PUNCAK DAN SEKITARNYA! \n\nJalan rusak, akses ngandelin jalan nasional, macet, transportasi umum bobrok, anggaran dikorup dll itu udah cukup.\n\nAtas catatan buruk kalian di era Yasin, SHAME ON YOU @bo;0;0;0;0;;in;1.51582E+18;1.66247E+18;1.66247E+18;;;RayyiyyaR_;0;
Sat May 27 15:33:36 +0000 2023;1.66248E+18;1.66248E+18;Mampus lu Jo. Makin jauh tanda hilal kalian. Karma is real ya Jo. Lo rusak hubungan orang, jangan lu kira akan mudah jalan untuk kalian.\n#TakdirCintaYangKupilih;0;0;0;7;;in;4133861126;1.66248E+18;1.66248E+18;;;Uniriny;0;
Sat May 27 15:28:43 +0000 2023;1.66248E+18;1.66248E+18;@CNNIndonesia Lah lu aja gk terima ada yg viralin jalan rusak di daerah lu, njar njar 🤦‍♀️\n\nhttps://t.co/WYKZMKnz8c;0;0;2;7;;in;1.60542E+18;1.66245E+18;1.66245E+18;;;Cokrays;0;
Sat May 27 14:13:48 +0000 2023;1.66246E+18;1.66246E+18;Warga yang Viralkan Jalan Rusak Lewat Aksi Teatrikal di Batang Ditegur Ganjar https://t.co/GXPF5ez3BX;69;258;631;1505;;in;8.87744E+17;1.66246E+18;1.66246E+18;;;OposisiCerdas;0;
Sat May 27 14:35:54 +0000 2023;1.66247E+18;1.66247E+18;@ohmybeautybank Kesayangan aku. Yg ungu udah rusak sekitar pemakaian 3 tahun. Yg biru jalan 5 tahun dan aweeeeeet. Kena hujan badai aweeet https://t.co/lBtzPasqmy;0;0;0;0;;in;527160583;1.66242E+18;1.66242E+18;https://pbs.twimg.com/media/FxJFiBlaAAABupH.jpg;photo;ainiehuzna;1;
Sat May 27 14:10:09 +0000 2023;1.66246E+18;1.66246E+18;@UusRsd kang, punten bade naros. pami jalan rusak di desa kedah ka saha laporanna nya?;0;0;0;0;;in;7.50198E+17;1.66239E+18;1.66239E+18;;;jameela_ra;1;
Sat May 27 14:45:38 +0000 2023;1.66247E+18;1.66247E+18;@OposisiCerdas Gubernurnya mau Nyapres, jgn bilang 2 klu jalan rusak ya...;0;1;0;15;;in;1.60387E+18;1.66246E+18;1.66246E+18;;;AryaDewanggaP;0;
Sat May 27 15:15:41 +0000 2023;1.66248E+18;1.66248E+18;@Heraloebss Besok yg daerh serpong coba telusurin yg jalan mau ke bogor, itu masih rusak apa kagak dah, dah lama bgt ga lewat situ;0;0;0;0;;in;1.35403E+18;1.66246E+18;1.66246E+18;;;tommyAjahh;1;
Sat May 27 15:10:39 +0000 2023;1.66248E+18;1.66248E+18;@VIVAcoid @ganjarpranowo said :  Kalo ada yg viralkan  jalan rusak..\nLarang..!!!\n\nhttps://t.co/udiWr2d3YL;0;0;1;2;;in;1.60411E+18;1.6623E+18;1.6623E+18;;;Andi_Rubby;1;
Sat May 27 14:19:48 +0000 2023;1.66246E+18;1.66246E+18;@aimrod Sama aja, bekasi maju gara2 developer si kalo menurut gue. Emang jalan utamanya bagus sih, jarang rusak. Tapi jalan dalem gang banyak yang bobrok 🤮 pengalaman pribadi kerja mobile di bekasi;0;0;0;0;;in;1.32275E+18;1.66245E+18;1.66245E+18;;;PauloOey;1;
Sat May 27 14:15:36 +0000 2023;1.66246E+18;1.66246E+18;@tvOneNews Bosen kali di pwk pdam sebulan ga beres2, jalan banyak yg rusak, apalagi yg nganggur banyak;0;0;0;0;;in;355243950;1.66225E+18;1.66225E+18;;;reyna_rinjani;0;
Sat May 27 14:56:27 +0000 2023;1.66247E+18;1.66247E+18;"Jalan rusak meroket""....""";0;0;0;0;;in;1.12057E+18;1.66247E+18;1.66247E+18;;;wahyudinmunawir;0;
Sat May 27 15:18:51 +0000 2023;1.66248E+18;1.66248E+18;"Warga yang Viralkan Jalan Rusak Lewat Aksi Teatrikal Ditegur \n\nBuruk Muka Cermin Dibelah""\n\n#MinimPrestasi\n#ArogansiKebodohan https://t.co/fEh7OYR9lz""";0;0;0;0;;in;232887930;1.66248E+18;1.66248E+18;https://pbs.twimg.com/tweet_video_thumb/FxJPWbGaUAEdH84.jpg;photo;s_mulyatie;0;
Sat May 27 03:40:50 +0000 2023;1.6623E+18;1.6623E+18;Jalan Rusak: jalan yang dapat dilalui kendaraan dengan kecepatan 20-40 km per jam dan perlu perbaikan pondasi jalan. Jalan Rusak Berat: jalan yang dapat dilalui kendaraan dengan kecepatan 0-20 km per jam. Jalan rusak berat cenderung bertambah. https://t.co/KZyQbYyqek;6;7;65;129;;in;718375892;1.6623E+18;1.6623E+18;https://pbs.twimg.com/media/FxGvl9hakAEpGwM.png;photo;AwalilRizky;0;
Sat May 27 14:30:17 +0000 2023;1.66247E+18;1.66247E+18;@leeloonya 😍😍🔥;0;0;0;0;;qme;1.62807E+18;1.66234E+18;1.66234E+18;;;jalan_rusak2;1;
Sat May 27 15:00:51 +0000 2023;1.66247E+18;1.66247E+18;memperburuk \nMerasa sudah rusak untuk apa menjadi lebih baik \nSudah di cap buruk\nDan tidak di percaya \n\nDia sangat sangat terpuruk \nDi dalam pikirannya sangat menyesali memilih jalan hidup seperti ini \nBanyak hal yang dia salahkan untuk melampiaskan tujuan yang dia pilih;0;1;0;0;;in;1.63696E+18;1.66247E+18;1.66247E+18;;;wiwituhuy;0;
Sat May 27 14:26:06 +0000 2023;1.66247E+18;1.66247E+18;Jalan Rusak Parah Dan Berlubang Lokasi Terminal Bus Grogol Jakarta Barat https://t.co/OXNQqwZM74;0;0;0;0;;in;1.64103E+18;1.66247E+18;1.66247E+18;;;bhayangkaraco;0;
Sat May 27 15:23:20 +0000 2023;1.66248E+18;1.66248E+18;@geloraco Ganjar kalau tidak mau dikritik perbaiki jalan-jalan yang rusak di Jateng !, jangan hanya kabur-kaburan !;0;1;0;7;;in;7.93428E+17;1.66235E+18;1.66235E+18;;;MgmPtmgm;0;
Sat May 27 14:19:23 +0000 2023;1.66246E+18;1.66246E+18;(1) Titik kemacetan yg terjadi di Jl. Margasatwa pertigaan Andara, Pondok Labu, Cilandak, Jakarta Selatan (27/05) akibat pekerjaan galian yg tdk kunjung selesai. Jalan yg dipakai hanya 1 ruas n jalur tsb jg rusak akibat pekerjaan gorong-gorong yg berantakan. https://t.co/CrK14ydZWd;0;0;0;0;;in;50904815;1.66246E+18;1.66246E+18;https://pbs.twimg.com/ext_tw_video_thumb/1662460302078922753/pu/img/bOZ42UwcBZ5v4ZsC.jpg;photo;elftikajunior;1;
Sat May 27 12:53:01 +0000 2023;1.66244E+18;1.66244E+18;"@ivoelbachrie @KakekHalal Bisa kok,tuh jalan banyak yng rusak gara sumur resapan😏""";0;0;0;0;;in;1.5242E+18;1.66241E+18;1.66241E+18;;;api_asd;0;
Sat May 27 13:10:33 +0000 2023;1.66245E+18;1.66245E+18;Ini masyarakat di datengin caleg pada seneng banget, cuma dikasih sembako sama dangdutan aja padahal. \nKenapa ngga minta benerin jalan rusak atau bangun fasos dan fasum ya. \nJangan sampe masyarakat cuma bisa demo nantinya, kan goblok. IWD.;0;0;0;0;;in;1.65042E+18;1.66245E+18;1.66245E+18;;;iwayandhikawy;0;
Sat May 27 13:40:05 +0000 2023;1.66245E+18;1.66245E+18;@Yurissa_Samosir @JumintenMumet Agendakan Pak Anies sepedaan d Jateng..\nGantian donk..Pak Ganjar pernah lari pagi d Jakarta. Giliran Pak Anies sepedaan d Jateng!!;2;4;3;11;;in;1.59317E+18;1.66245E+18;1.66245E+18;;;makhluk_62;0;
Sat May 27 13:31:36 +0000 2023;1.66245E+18;1.66245E+18;@ArdanAyik @kebebngerog @Asdfghylyh @FransAlosius @kegblgnunfaedh Aku ke daerah2 cikarang krw dan sekitar juga gitu, terutama selokannya tuh sampe item bgt airnya menggenang. Trus daerah industri tp jalanannya pada rusak. Kyk?? Jalannya masa disamain sm j;0;0;0;0;;in;1.64437E+18;1.66245E+18;1.66245E+18;;;hrd_chumbucket;0;
Sat May 27 13:40:49 +0000 2023;1.66245E+18;1.66245E+18;@txtdaribogor Owala jancok pantes jalan rumahku rusak gabener2;0;0;0;0;;in;124407136;1.66208E+18;1.66208E+18;;;maulaas;0;
Sat May 27 13:47:26 +0000 2023;1.66246E+18;1.66246E+18;@sigigigit @tvOneNews Bener banget.\nJaman Pak Dedi jarang ada tuh jalan rusak lama. Ada kerusakan dikit bisa langsung beres lagi. \nSebagai warga tetangga dr Purwakarta dulu sempat ngiri, tp sekarang biasa aja. Mau dibandingin masih sama-sama jelek. 🤣;0;0;0;3;;in;558432173;1.66225E+18;1.66225E+18;;;tomhutomo13;0;
Sat May 27 13:11:14 +0000 2023;1.66245E+18;1.66245E+18;Bhabinkamtibmas kep Perkebunan Siarang arang polsek pujud polres Rokan hilir bersama warga dusun sido rukun melaksanakan giat Goro menimbun akses jalan yang mengalami rusak parah agar hasil pertanian masyarakat bisa di bawa ke pasar https://t.co/SvikCsD7Hk;0;0;0;0;;in;1.47752E+18;1.66245E+18;1.66245E+18;https://pbs.twimg.com/ext_tw_video_thumb/1662446304000380928/pu/img/CMKT83r79CTk_Qge.jpg;photo;HarpendiJoni;1;
Sat May 27 14:08:58 +0000 2023;1.66246E+18;1.66246E+18;@musniumar Utang Jokowi jelas buat membangun. Utang SBY buat apa ya? Wong jalan kampung dan pedesaan pada jaman SBY rusak parah,jalan bagus setelah kepemimpinan pak Jokowi;0;0;0;0;;in;1.62662E+18;1.66232E+18;1.66232E+18;;;termos_sergio;0;
Sat May 27 13:48:36 +0000 2023;1.66246E+18;1.66246E+18;@geloraco Tiktokan diviralkan gak malu , jalan rusak malau . Wow\nAmazong;0;0;0;1;;in;9.09458E+17;1.66235E+18;1.66235E+18;;;MedanSoepriono;0;
Sat May 27 13:35:51 +0000 2023;1.66245E+18;1.66245E+18;@SaatTobat22 @gatotkaca_mlbb @Dennysiregar7 @ganjarpranowo gampang klo jalan ke DIY pas udah ketemu jalan mulus berarti lo di DIY, pas balik klo dah ketemu yg rusak berarti lo dah di JATENG, semudah itu 🤣;0;0;0;1;;in;2894899615;1.6624E+18;1.6624E+18;;;kurangbayar;0;
Sat May 27 13:14:00 +0000 2023;1.66245E+18;1.66245E+18;ketika 150 gua rusak, apa karena gua jalan-jalan di Tunjungan ya makanya rusak https://t.co/ufZEFRNOtR;0;1;0;0;;in;1.47332E+18;1.66245E+18;1.66245E+18;https://pbs.twimg.com/media/FxIyylMaAAA6TFY.jpg;photo;soteriaon;0;
Sat May 27 13:34:04 +0000 2023;1.66245E+18;1.66245E+18;@euphorian7 yhaaaa😭😭😭 jikalau berpisah, adalah akhir dari jalan cerita kita jadi kau rusak saja jalannya👍🏻;0;0;0;1;;in;1632055856;1.66245E+18;1.66245E+18;;;monyetpensiun;0;
Sat May 27 13:47:00 +0000 2023;1.66246E+18;1.66246E+18;Saya Gak Setuju Kalau Pak Anies bersepeda Sampai Ke Jateng Karena Kalau ada Jalan yg Rusak Gak Boleh di Viralkan Kata Pak Uban, padahal Pak Uban Pernah Bilang Kalau Medsos Tempat dia Bekerja dan Melayani Rakyat tapi Ketika Jalan Rusak di Jateng tidak Boleh di Viralkan 🤣 https://t.co/6cRD5a2jI0;23;41;345;646;;in;1.45628E+18;1.66246E+18;1.66246E+18;https://pbs.twimg.com/ext_tw_video_thumb/1662455307224891392/pu/img/dnSg2b7V7mZOhQsY.jpg;photo;Yurissa_Samosir;0;
Sat May 27 13:32:58 +0000 2023;1.66245E+18;1.66245E+18;@tvOneNews Harusnya ke luar negeri ,, kalo masih di dalam negeri banyak yang kenal .\n(Btw aing ngetik komennya sambil lewat di jalan pinggiran kota purwakarta yang rusak);0;0;0;0;;in;1.45627E+18;1.66225E+18;1.66225E+18;;;DonnyOkek;0;
Sat May 27 13:23:28 +0000 2023;1.66245E+18;1.66245E+18;@8usri Rusak jalan lahirku karena mu;0;1;0;5;;in;1.48712E+18;1.66245E+18;1.66245E+18;;;heylutfi_;0;
Sat May 27 13:23:30 +0000 2023;1.66245E+18;1.66245E+18;@republikaonline Kalo ada warga yg Viralkan jalan Rusak di Jateng biarkan saja, kita berdemokrasi dgn happy... https://t.co/CKUR0UQwYa;0;0;0;4;;in;9.04581E+17;1.66235E+18;1.66235E+18;https://pbs.twimg.com/ext_tw_video_thumb/1662449407793700871/pu/img/LJMYb0MwXctIdS4c.jpg;photo;Nissakti;0;
Sat May 27 13:53:45 +0000 2023;1.66246E+18;1.66246E+18;@tawajkt @okezonenews Kl pemdanya gatau jalan rusak berarti tuh pemda cuma duduk manis doang dr jam 8 sd jam 4. Paham ora son!!;0;1;1;5;;in;1.47511E+18;1.66233E+18;1.66233E+18;;;Iwinsial;0;
Sat May 27 13:41:25 +0000 2023;1.66245E+18;1.66245E+18;jika berpisah denganmu adalah jalan terbaik, maka akan ku rusak jalannya;0;9;6;16;;in;1.38303E+18;1.66245E+18;1.66245E+18;;;jjltksr;0;
Sat May 27 12:36:24 +0000 2023;1.66244E+18;1.66244E+18;lampung yang di benerin itu jalan jalan utama saja seperti keluar jalan tol itera tetapi di jalan kabupaten masi banyk yang rusak. anggaran ditambah karena uang yang kemaren sudah tidak ada hasilnya. misal kenapa tidak di usut tuntas dulu baru menambah dana lagi karena bisa saja;0;1;0;0;;in;1.28505E+18;1.66244E+18;1.66244E+18;;;HMJM_UNIMUS;0;
Sat May 27 12:20:48 +0000 2023;1.66243E+18;1.66243E+18;Soni Senang, Jalan Rusak yang Dia Viralkan Langsung Diperbaiki @ganjarpranowo   \n\nRuas di Jalan Bandar-Tulis, Kecamatan Bandar, Kabupaten Batang sempat diviralkan seorang warga bernama Soni. https://t.co/Ql7VPZTK6V;0;1;0;0;;in;1255722169;1.66243E+18;1.66243E+18;https://pbs.twimg.com/media/FxImmrEakAA7jrj.jpg;photo;Prihati_utami;1;
Sat May 27 12:21:16 +0000 2023;1.66243E+18;1.66243E+18;Jangankan jalan ke rumah Arhan, wong jalan gede ke Blora kota wae rusak kabeh 😒\nUdah berapa kali kecelakaan depan toko masi ae ga ada perbaikan;0;1;0;0;;in;85581526;1.66243E+18;1.66243E+18;;;Ionce06;0;
Sat May 27 12:36:16 +0000 2023;1.66244E+18;1.66244E+18;Jokowi dan beberapa menterinya, termasuk Gubernur Lampung Arinal Djunaidi memantau langsung kondisi jalan tersebut, Jumat (5/5/2023). Usai memantau kondisi jalan yang rusak parah,Kepala Negara melalui pemerintah pusat memutuskan untuk mengambil alih perbaikan jalan;0;1;0;0;;in;1.28505E+18;1.66244E+18;1.66244E+18;;;HMJM_UNIMUS;1;
Sat May 27 12:47:10 +0000 2023;1.66244E+18;1.66244E+18;Juli 2023, Saatnya Perbaikan Jalan Rusak di Sumedang https://t.co/DZ7oxenwct;0;0;0;0;;in;1.2359E+18;1.66244E+18;1.66244E+18;;;Interna87033216;1;
Sat May 27 12:32:57 +0000 2023;1.66244E+18;1.66244E+18;@txtdaribogor Jalan banyak rusak, jalan banyak semrawut. Kotor dan tidak rapih….coba duitnya anggarkan buat kebersihan jalan, program kabel bawah tanah dll…niscaya Kab Bogor makin mencrang…Kab Bogor bukan hanya CIBINONG…;0;2;1;0;;in;1.66016E+18;1.66237E+18;1.66237E+18;;;GeronimoWarr;0;
Sat May 27 12:41:38 +0000 2023;1.66244E+18;1.66244E+18;Lawak! Jalan Rusak di Blitar Jadi Ajang Wisata Jeglongan Sewu https://t.co/OLxjFfPAXY;0;0;0;0;;in;1.47827E+18;1.66244E+18;1.66244E+18;;;detik_jatim;0;
Sat May 27 12:36:35 +0000 2023;1.66244E+18;1.66244E+18;penghasilan atau kehilangan pekerjaannya \nPeninjauan jalan rusak tidak hanya di provensi lampung saja tetapi di provensi lain juga akan di tinjau langsung, presiden memberi penambahan uang pembangunan jalan sesuai intuksi presiden karena pengerjaan jalan di lampung;0;1;0;0;;in;1.28505E+18;1.66244E+18;1.66244E+18;;;HMJM_UNIMUS;0;
Sat May 27 12:23:34 +0000 2023;1.66243E+18;1.66243E+18;Jalan Rusak Provinsi Riau, Pemerintah Pusat Ikut Turun Tangan https://t.co/HOxvcXyn07 https://t.co/s95DvGoM1D;0;0;0;0;;in;4347884894;1.66243E+18;1.66243E+18;https://pbs.twimg.com/media/FxInP8DacAMby2f.jpg;photo;barisan_riau;1;
