full_text;annotate;
Hari ini 27/05/23 naik @CommuterLine dari st.kalibata 16:05, nomor KA liat aja di foto. Gerbong 4 sama 5 atau satu rangkaian ini PANAASS PENGAP BANGET. TOLONG KALO KERETA RUSAK JGN PAKSAIN JALAN DONG, gimana si @CommuterLine udah kaya sauna aja di gerbong 5! @kemenhub151 @kai https://t.co/WzWnDHyOT4;0;
"@Umar_Hasibuan__ Jalan rusak koq mesti dilaporin. 90% jalan rusak, emang gak tau kah?""";0;
"sdf! Mood ku rusak bgt hari ini😭 aku keluar rumah daripada org rumah kena. Sambil ditemani roti Indomaret maem depan lapas sendirian. Tapi takut juga diusir satpol PP gara parkir pinggir jalan😭 ak cwk btw https://t.co/9BbmmfdvG5""";0;
@txtdaribogor @4belasagustus Yaaa Cileungsi aja kaga keurus noh jalan rusak di mana mana;0;
"Danramil 1707-05/Merauke Mayor Inf La Haruni  mengungkapkan bahwa kegiatan kerja bakti penimbunan jalan tersebut dilaksanakan krn jalan usaha tani yang berada di Kampung Yasa Mulya mengalami rusak parah &amp; sulit untuk dilewati.\n#TNIPolriTerusBerbaktiDiPapua https://t.co/siShvGG5S2";1;
@geloraco Jalan rusak ,dewan dan pemimpin daerah hingga pusat diam,trus rakyt lpor pada siapa?pdhl mrka makan gaji dr uang pjk rakyat ,hrsnya klo mreka punya tuhan,mestinya takut krn pemimpin tdk amanah dosanya komulatif dr rakyatnya yg kecewa, inilh efek klo milih pemimpin yg tdk bertuhan;0;
Warga Bahu Manado Sulawesi Utara Mengeluh, Bertahun-tahun Jalan Rusak Tidak Diperbaiki\n\nhttps://t.co/4VxIakAOU1;0;
"Kabel Dicuri, 6 Traffic Light di Pekanbaru Mati: https://t.co/fvfXioYa49 -Enam traffic light (lampu pengatur lalu lintas) mati di Pekanbaru, salah satunya di Jalan Ahmad Yani. Lampu tersebut rusak karena adanya pencurian kaber traffic light.&amp;nbsp;… https://t.co/h9buR226my https://t.co/Jl1cQhJsE1";0;
Terimakasih Babinsa Pos Ramil Tanah Miring yang sudah ikut memperbaiki jalan rusak di Kampung Yasa Mulya yang rusak parah. Jalan ini biasa dilalui oleh petani setempat.\n\n#TNIPolriTerusBerbaktiDiPapua https://t.co/OjNkrRYO1o;1;
"Once your $FIL wallet is set up and funded, you can participate in the the Filecoin ecosystem by staking your $FIL with Storage Providers that need collateral to operate on the network. Learn How to stake"" on the new FilecoinTLDR site. https://t.co/UrhviERzsk""";0;
@geloraco Ya lapor ,ya viralkan juga, gpp.\nYang penting punya akun kan? itu kata bpk ya 🤣\nGpp lari2 ,poto lalu posting, yang penting punya akun ya pak.\nOk? silahkan kalo ada jalan rusak,poto,video kan lalu posting,yang penting punya akun.\nBiar bapak @ganjarpranowo juga gak lari2 ke luar;0;
@muispebrianto Apanya yg salah data, semua data itu berkelanjutan dan mudah di sajikan juga mudah dimengerti, kenyataan sesuai data, seluruh jalan raya rusak berlubang dan bergelombang, tidak ada perawatan atau pembaharuan. https://t.co/yUkCEMH81j;0;
16.26: Exit GT Cikupa arah ke Pasar Kemis macet imbas kepadatan volume kendaraan, jalan yang rusak meski lebar sepanjang Cikupa-Pasar Kemis, dan gerbang perumahan elite yang lebih banyak dahulukan kendaraan dari arah dalam perumahan elite. (P. Olga) #InfoLalinElshinta https://t.co/g29J1xeu1X;0;
Ganjar Tegur Warga yang Viralkan Jalan Rusak Lewat Aksi Teatrikal di Batang\nhttps://t.co/2nUlDLZPHq;0;
@Kopipait__78 Lapoooor pak, jangan lari terus, kenyataannya Jateng banyak jalan yg rusak;0;
@Ganjaran_app @ganjarpranowo Jalan yang rusak langsung jadi bagus;0;
@PKSejahtera Jalur Pantura non tol jaman dulu rusak parah, klu mau Lebaran dan tahun baru baru ada perbaikan dan membuat macet..\nSekarang muluuuuuss..\nKlu kampanye jgn infrakstruktur jalan..\nKalah total, Pak Jokowi joss soal ini...;0;
@dpupkp_bantul tolong perbaiki jalan glondong-metes (sedayu) pak, jalanannya rusak dan berlubang cukup dalam😔🙏🏻;0;
Guna meringankan beban masyarakat, Babinsa Pos Ramil Tanah Miring Kodim 1707/Merauke Serma Suheni bersama masyarakat menggelar kerja bakti penimbunan jalan usaha tani yang rusak di wilayah Kampung Yasa Mulya\n#TNIPolriTerusBerbaktiDiPapua  https://t.co/7DiK0HdtAl;1;
@VeelaaRhie @aniesbaswedan Ngapain jalan rusak dilihatin;0;
Masyarakat menggelar kerja bakti penimbunan jalan usaha tani yang rusak di wilayah Kampung Yasa Mulya, Distrik Tanah Miring, Kabupaten Merauke.\n#TNIPolriTerusBerbaktiDiPapua  https://t.co/7DiK0HdtAl;1;
Viral Jalan Rusak❗\nPas Viral Pemimpin selalu nyari Alasan\nBeda dengan Ini\nNyari Alasan❌\nLangsung Perbaiki tanpa harus Viral✅\n\nAurora Editan Rizky Febian Aldi Taher Chuakz MAU UI Ariel Pucuk pledis Potong Penting Diana Brawijaya Asensio https://t.co/mepDEEPizm;0;
@geloraco Pesan tersirat = gk usah ngurusin sepak bola Pak atau pansos, jalan noh masih rusak deket rumah.;0;
Warga Viralkan Jalan Rusak, Ngaku Bekas Meteor Jatuh! https://t.co/PO0NDIMhKz https://t.co/icr9VGzGYD;0;
✅ Masyarakat Tanah Miring sangat terbantu dengan kerja bakti tim Babinsa yang kerja bakti memperbaiki jalan masyarakat yang rusak parah\n\n#TNIPolriTerusBerbaktiDiPapua https://t.co/7rSNv8lipw;1;
@ganjarpranowo Jalan 0% rusak gmnaa pak...;0;
‘Alamat Palsu’ Pemenang Tender Jalan Rusak di Lampung Lolos Radar KPK https://t.co/WRj8280NZI;0;
@ganjarpranowo Walah mas Ganjar paleng ganteng.   jalan rusak di posting Ben pejabate beduli Karo Ben mandan meker . Masa jalan provisi ya Ra kopen;0;
Ada jalan yang rusak langsung dibenerin sih bagus \n\ntapi alangkah lebih cerdas kalau dicari tau penyebab kenapa jalannya rusak?  jadi jalannya lebih awet? https://t.co/R7w90qu3hb;1;
Ban sepedanya bocor, tapi masih dipaksa jalan. Jadi rodanya makin rusak parah.;0;
@clairvoyant_cl @Metro_TV Kalau didaerah masih sering mati listrik dan jalan rusak. Jalan jauh banyakan pakek motor. Belum lagi jalur mendaki gunung lewati lembah.. apa motor listrik sanggup?;0;
Ganjar Tegur Warga yang Viralkan Jalan Rusak Lewat Aksi Teatrikal di Batang https://t.co/UYWFGIFMPk;0;
"Kegiatan kerja bakti penimbunan jalan tersebut dilaksanakan krn jalan usaha tani yang berada di Kampung Yasa Mulya mengalami rusak parah &amp; sulit untuk dilewati khususnya para petani.\n\n#TNIPolriTerusBerbaktiDiPapua https://t.co/siShvGG5S2";1;
@logikapolitikid Yg bikin rusak itu siapa aja sih sebenarnya,apa emang semua udah rusah yg diatas....bikin statemen mbok jng asal aja,kami muak lihat oknum yg udah terlalu banyak akhir satu polda di samain,..bisa lah pak berbenah jadi baik lagi..kalau bisa lebih baik jg.;0;
OTAK PENGUSAHA INI CUMA BICARA KULITNYA SAJA.  DIA TIDAK TAHU HASIL2 PETANI SPY CEPAT SAMPE Tujuan TIDAK RUSAK / BUSUK Melalui Jalan toll spy segar dan dibeli. https://t.co/XHz0AVNMQe;0;
@sirulhaq @Hasbil_Lbs @KemenPU Tapi sejak adanya jalan toll jalur distribusi menjadi jelas punya kepastian waktu dan volume yang diangkut juga semakin besar. Kalau distribusi masih memakai jalur lama masih bercampur dgn angkot dan pasar tumplek barang nya keburu rusak dijalan.;0;
KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Pengabdian Kepada Masyarakat, Taruna Poltekip Bantu Perbaikan Bahu Jalan yang Rusak - https://t.co/NR4sMb3vRP #KemenkumhamJateng #AYuspahruddin #KumhamPasti @Kemenkumham_RI @kemenkumhamjtg;1;
[VIDEO] Warga Viralkan Jalan Rusak, Ngaku Bekas Meteor Jatuh! #vlix https://t.co/hcZzN93zHY;0;
Den @ganjarpranowo selama ini rakyat sudah cukup diam dengan jalan rusak. Jadi kini saat memviralkan. Sebelumnya apa mengadu ke Pemerintah Daerah ditanggapi?;0;
Terima Laporan Warga\n@ganjarpranowo langsung perbaiki jalan rusak. https://t.co/z0x6gvFMdz;1;
@ch_chotimah2 @ganjarpranowo Gw inget betul waktu banjir dan jalan rusak, yang disalahin bupati,\n\nTapi begitu ada yg bagus prestasinya gubernur. \n\nSehat lu?;0;
@lurino @AnggaPutraF Indonesia emang warga negaranya paling tangguh, Jalan rusak netizen minta benerin sendiri, sungai ngeluap karena hulu hutan dibongkar diminta bangun tanggul sendiri, warga bangun masjid sendiri pun disalah2in. Padahal hidup cuma plg 70-100 tahun. akherat tanpa batas(bg ygpercaya);0;
@Juned814 @idn_politik @PKSejahtera tanya ke jokowi masa tanya ke pemrov kata pembangunan merata di seluruh indonedia kata cebong kata buzzerp kok jalan lintas provinsi banyak yg rusak pak anies bukan salah data tpi memang fakta jokowi cuma banyak bangun jalan tol bukan banyak bangun jalan provinsi;0;
Jalan dan jembatan rusak membuat warga Musi Rawas Utara (Muratara) terpaksa menggendong orang sakit untuk dibawa ke puskesmas.\n\nhttps://t.co/uY0YicOhRE;0;
@Stev3n_Peg3l Pantas urusan IMB, GSB, HO, pergudangan, zoning, RDTR, RTRW di Indonesia ga pernah benar, pelakunya pelanggarannya lebih galak. Ga heran tataruang negara ini rusak dan efeknya macet, banjir, polusi tapi ngeluh jalan terus.;0;
@geloraco Lha dia kan gubernur jateng. Merupakan tanggung jawabnya sejak dulu. Bukan karena menang sea games atau capres….\n\nKalo jalan rusak, brarti yang mempermalukan Gubernur Lampung, juga mesti dilakukan di jateng;0;
"Bung Madin sepertinya harus ngajak jalan2 KPK &amp; Pak Wali Kota, bhw di jalan Jatiuwung dan Batu Ceper rusak parah, sampe saat ini terabaikan. https://t.co/76wkLDAyMX";0;
Ganjar minta warga untuk tidak langsung viralkan kerusakan fasilitas umum. Ganjar meminta warga melapor dulu ke pemerintahan setempat\n\nIni Reaksi Ganjar setelah Warga Viralkan Jalan Rusak Lewat Aksi Teatrikal di Batang https://t.co/q0CBj6iOA8 via @okezonenews;0;
@geloraco Ini salah pasti mas arhan,kan gubernur udah bilang provinsi jawa tengah 0 % jalan rusak;0;
@OnlyFrens Jangan lupa harus rajin2 berdoa agar tidak rusak di jalan antar kota.;1;
MAYORITAS WARGA TOLAK SUBSIDI KENDARAAN LISTRIK. HANYA UNTUNGKAN KRONI J... https://t.co/rkql9ayjUF via @YouTube jalan banyak rusak di daerah tapi ko mbl nya di subsidy aneh ayo bangsa ku ganti president;0;
@ganjarpranowo  pak jalan di kampung ku di desa gunungtelu kab cilacap, kec Krangpucung, dari saya lahir sampe sekarang jalannya Rusak Terus, terus desa sebelah mah bagus..;0;
Kondisi Jalan di Sekitar TPA Sarimukti Bandung Barat Buruk, Kemacetan Kerap Terjadi: Akibat banyaknya jalan yang rusak, sejumlah truk mogok dan terjungkal sehingga menambah kemacetan di kawasan itu. https://t.co/yKWhgsgGb5;0;
Soni warga Bandar, yang juga pengunggah video jalan rusak mengaku tidak membayangkan respons cepat dari Gubernur Jawa Tengah.\n\nRizky Febian\nJohnny\nEditan\nAriel https://t.co/2PZTfJeCPv;0;
Gubernur Jawa Tengah Ganjar Pranowo mengecek jalan rusak yang sempat viral dua bulan lalu di Kabupaten Batang yang kini telah mulus diperbaiki.\n\nCAKEP BANGET DEMI ALLAH Aldi Taher Ariel FIFTY FIFTY Johnny KAMI DARI 27 BULAN MEI MAU UI Potong Amerika Selatan Morningg 27 Mei https://t.co/j85h8XB2hT;1;
Gapapa jalan sempit rusak berlubang, bahkan kadang sampai aspal pun sudah hilang, asal rumah ibadah di dekat rumah megahnya ngalah2in rumah tinggal warga;0;
‘Alamat Palsu’ Pemenang Tender Jalan Rusak di Lampung Lolos Radar KPK https://t.co/LC6sN2WHJT;0;
Soni warga Bandar, yang juga pengunggah video jalan rusak mengaku tidak membayangkan respons cepat dari Gubernur Jawa Tengah.\n\nRizky Febian\nJohnny\nEditan\nAriel https://t.co/9d34sTaZMF;1;
@awemany Selama SBY, pantura macet parah, mudik bisa berjam2, jalan rusak. Itu aj sih.;0;
@liputan6dotcom Kalau lari minta di viralkan, kalau jalan rusak ga mau viral, kepriben to iki;0;
@Jeza74422125 @geloraco Kamu yg gak paham\nKnp jalan masih rusak??\nArtinya kontrol dari atas kurang,yg membuat asumsi liar bahwa yg di atas jarang masuk ke wilayah2 dalam🗿🗿;0;
Pemkot Kupang Pakai Rp3,2 Miliar Aspal Halaman Kantor di Tengah Banyaknya Jalan Rusak\nhttps://t.co/bU0pQsoSfS;1;
Ganjar minta warga untuk tidak langsung viralkan kerusakan fasilitas umum. Ganjar meminta warga melapor dulu ke pemerintahan setempat\n\nIni Reaksi Ganjar setelah Warga Viralkan Jalan Rusak Lewat Aksi Teatrikal di Batang https://t.co/q0CBj6iOA8 via @okezonenews;1;
Dalem ati : oaawalah orang niate mau ngobrol sante doang, malah disuruh benerin jalan rusak.\n\n🤣;0;
"#TNIPolriTerusBerbaktiDiPapua\nDanramil 1707-05/Merauke Mayor Inf La Haruni melalui Danpos Ramil Tanah Miring Pelda Prawito mengungkapkan, kerja bakti ini dilatari jalan usaha tani yang berada di Kampung Yasa Mulya mengalami rusak parah &amp; sulit untuk dilewati khususnya para petani https://t.co/j4oBougmVc";1;
Usai Raih Emas SEA Games, Arhan Pratama ke Ganjar: Jalan ke Arah Rumah Saya Dibenerin Pak!\nhttps://t.co/25aCWa45H6;1;
Asli jalan jalan di jateng tuh banyak yang rusak;0;
Soni warga Bandar, yang juga pengunggah video jalan rusak mengaku tidak membayangkan respons cepat dari Gubernur Jawa Tengah.\n\n#RizkyFebian #Ariel #AldiTaher #SUGA_AgustD_TOUR_in_Jakarta https://t.co/myG6BGx8QQ;1;
"@geloraco niat hati memeluk gunung, apa daya jalan banyak yg rusak""""";0;
@tawajkt @okezonenews Yakali rusak baru seminggu, wajar pemdanya gatau, pasti udah hitungan bulanan, dan nonsense kalau penda gak paham, viralkan itu sepertinya jalan terakhir;0;
Wujud Sinergitas TNI-Polri, Kapolsek Seputih Mataram Gotong Royong Bersama Danramil dan Warga Perbaiki Jalan Rusak\n\nhttps://t.co/eafGu73cz7 https://t.co/zSqYHFVC5d;1;
Di kanan, ada jalan berbayar  yg makin dibangun, makin mulus, cepat, bebas hambatan. Di kiri, ada jalan gratis yg makin dibangun, makin rusak, macet, terhambat. \n\nBeginilah kesenjangan, yg berbayar akan berlayar, sedang yg gratis akan diwarnai koruptif, kolusi, dan nepotis.;0;
@BosPurwa Boss nya bikin makmur pengusaha jalan tol. Anak buahnya memanjakan pengusaha hiburan. Rakyatnya nonton dr kejauhan sambil makan nasi aking di tengah kepungan jalan rusak penuh genangan comberan.;0;
@tppkemendes @halimiskandarnu menuntaskan semua akses jalan Desa..bila di lanjutkan 10 tahun lagi maka tdk ada lagi jln desa yg rusak.tuntas se indonesi;0;
Demokrat Sebut Data Perbandingan Pembangunan Jalan Era SBY dan Jokowi Sama dengan Menkeu https://t.co/9QyK6PDLh1;1;
@AyamSegar3 @jokowi @SahabatSaber @Duren___ 2009 pernah lewat jalur selatan, takut, jalannya sempit, jarang yg lewat, jalan rusak pula.;0;
Jalan Rusak Lapor Ke Jokowi, \nPUPUK LANGKA kemana Lapornya?.  \n\nAyo laporkan Kelangkaan Pupuk . Di daerah mana lagi, selain Grobogan dan Probolinggo. Mungpunk Jokowi belum lengser.;0;
23.01 Ada jalan rusak / berlubang di depan Sampoerna Strategic Jl. Sudirman arah Semanggi. Diimbau  bagi pengendara untuk berhati-hati ketika melintas. https://t.co/ScKlRFEhPG;1;
Dan Pemenang Tender Jalan Rusak Pemda Lampung,.\nAlamat Gaib,.;0;
Heboh ‘alamat palsu’ yang digunakan 2 pemenang tender proyek perbaikan jalan di Lampung, seharusnya masuk radar KPK. Total nilai proyeknya mencapai Rp63,1 miliar. Ternyata, niat baik Presiden Jokowi untuk membantu perbaikan jalan yang rusak parah di… https://t.co/l4wxkyMAPZ;0;
day2 masi sakit banget mana dibonceng temen dilewatin jalan rusak diterjang mulu;0;
@PKSejahtera Nafsu Jokowi bangun jalan tol, bikin anggaran yg dihutang itu hanya sedikit yg ditransfer ke daerah. Akibatnya daerah tak punya dana yg longgar utk infrastruktur. Banyak jalan yg rusak saat ini sebetulnya karena Jokowi ingin kelihatan hebat saja;0;
#secuil_puisi\nDi alam mimpi yang berdansa dalam waktu...\nKu temui wajahmu, mengusik dengan imaji palsu\nBerbinar laksana bebintangan\nseperti kumbang yang menari di tengah taman\n\nTerkadang kau seperti jalan sunyi dalam hutan\nYang redup, meneduhkan...;1;
@Ariefkasam2 @PKSejahtera anies berbicara sesuai fakta  jokowi hanya fokus bangun jalan tol dan bandara sedang kan jokowi terkesan abai terhadap jalan provinsi yg masih banyak yg rusak seperti di sumsel lampung dan jawa tengah;0;
@teumeiker kalo ada budget boleh aja si airpods sekalian, tapi aku trauma airpodsku pernah rusak gitu pas mau dipake mati trus uda dicas juga sama aja nyala lgsg mati, jadinya skrg lebi prefer beli yg baseus gituu aku pake baseus skrg uda jalan 2 tahun masi awet betulll 😎;0;
@NasDem @aniesbaswedan Jalan bolong, pohon hilang, sungai item, ruang terbuka rusak, kemiskinan bertambah, trotoar buat dagang, jalur spd dibongkar,  kali tdk dikeruk,  masayarakatnya kena prank.;0;
@idn_politik @PKSejahtera kalo memang pembangunan itu merata di seluruh indonesia kenapa jalan provinsi banyak yg rusak;0;
@sosmedkeras Pecat dari KK. Auto bersyukur anak jaman sekarang. Dulu kita jalan kaki atau naik angkot.. di belikan malah di rusak;0;
Saya bangga jadi Buzzer Spesialis IMB Gereja\nTeman2 Buzzer Bok3p bangga tidaakkk ?? 😂\n2024 ANIES BASWEDAN PRESIDEN 🇮🇩\n#AniesBaswedanLebihNKRI #2024CoblosAniesBaswedan #GueAniesBaswedan #KrisyantoYenOni #2024AniesBaswedanPresiden #2024CoblosAniesBaswedan https://t.co/KCk1UdB0H3;0;
Ruas Jalan Penghubung Sidodadi-Karangrejo Rusak Parah, DPUPR Pemkab Blitar: Kewenangan Masih Pada Desa https://t.co/V5ve9ijnTw;0;
Kecelakaan lalu lintas terjadi akibat jalan rusak di Jalan Raya Metro Wates, Bedeng 20, Desa Purwodadi, Kecamatan Trimurjo, Lampung Tengah, Jumat, 26 Mei 2023.\n\n#kecelakaan #truk #jalanrusak #jalanberlubang #lampungtengah #lampung\nhttps://t.co/scn0rCTdue;0;
Atensi Perbaikan Jalan di Jl. Kargo Kenanga VII, Terima kasih untuk seluruh pihak yang sudah terlibat📷\nVia @/joyful.denpasar\n#PUPRDenpasar #denpasarkota #joyfuldenpasar #jalanrusak #perbaikan https://t.co/ULX3SbWHJR;1;
@KakekHalal Matang cara mengelak dari e KTP, bank jateng, wadas, Kendeng, banjir, jalan rusak;0;
Lampung kecil kami di @DenpasarKota https://t.co/biBs5dT1d7;0;
Astaga, otak ente knapa jadi rusak bgini? akun ente mendadak bnyak follower sejak jadi kadrun, ane unfollow ente yaa, hidup tdk selonte itu kawan 🙏, smoga ente diberikan hidayah utk kembali ke jalan yg benar;0;
gw masih heran ama jalanan rusak di Ngaliyan entah dana buat perbaikannya ga digunakan sepenuhnya atau perbaikan jalan yang ga memperhatikan kontur jalan itu kek kesannya asal-asalan aja memperbaiki jalannya, jadinya ga sampai 2 bulan dah rusak lagi\n\ncc: @ganjarpranowo;0;
Warga Desa Kejene Pemalang Gotong Royong Perbaiki Jalan Rusak Dengan Uang Pribadi\n https://t.co/x2vfNKiOfs;0;
Akses Jalan Utama ke SMKN 5 Baubau Rusak\n\nhttps://t.co/IzYIL2kbap;0;
Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) menyiapkan anggaran sebesar Rp 32,79 triliun untuk memperbaiki jalan-jalan rusak di daerah. \nhttps://t.co/MM5fEVoJtW;1;
@liputan6dotcom makanya pak @ganjarpranowo kalau mau lari pagi itu ckp di daerah yg anda pimpinan skrg, biar tau keadaan daerah anda itu gmn aslinya!\njalan rusak,kemiskinan,banjir yg berminggu bhkn berbulan.\njd warga ga perlu lg itu yg namanya mem viralkan!\njalankan aja visi misi nyagub dulu!;0;
Wahana Off road Jalan Datuk Setia Maharaja/Parit Indah masih dalam tahap rekayasa lalu lintas. Seperti diketahui, jalan tersebut banyak yang amblas dan rusak. Dinas PUPR Kota Pekanbaru sendiri akan melakukan perbaikan dengan cara overlay (lapis ulang).\n\n#infoPKU #jalanPKU https://t.co/OvoSFYLmr8;0;
Soal Jalan Rusak Diviralkan, Ganjar: Enggak Apa-Apa Jika Aparaturnya Diam Saja \n\nTAG\nAldi Taher l Rizky Febian l #UniqloIndonesia10th l #MalaysiaMasters2023\nhttps://t.co/T8fHCcZoHq;0;
@ganjarpranowo @LaporGub_ Anehnya 2 periode baru kelihatan progress nya pas deket2 mau nyapress...Luaarrr Biasaa...yg ngadu2 jalan rusak Dll, Sabar ya, tunggu beliau naik pangkat, eh naik baliho mksdnya...;0;
Pengendara melintasi jalan rusak di sejumlah wilayah Kabupaten OKI, Sumsel. Kabid Komunikasi Publik Diskominfo OKI Adi Yanto mengatakan Pemkab OKI selalu melakukan perbaikan jalan rusak setiap tahunnya, tetapi ada keterbatasan anggaran. https://t.co/wSZUk1HoKG #CNNIndonesia https://t.co/hGeJce2Rxw;0;
Bantu ringankan beban masyarakat, Babinsa pos Ramli\nTanah miring lakukan kerja Bhakti\nPerbaiki jalan rusak\n\n#TNIPolriTerusBerbaktiDiPapua https://t.co/NqqY5gZmVJ;1;
Yuk bayar pajak, lagi ada bebas sanksi administrasi dari tanggal 26 April - 21 Juni untuk seluruh masyarakat Jawa Tengah #2024menangtotal \n\nRp 1 Bokap Aldi Taher Bule Masih Pagi BabyMetalJakarta Laurier KDRT Kamis 25 Mei 2023 https://t.co/sC53y0JcB1;1;
@kretekmantab @Munir_Timur Betul sekali. Saya rasakan sekarang lewat jalan Tol Cikampek tidak nyaman karena jalan rusak, banyak lubang  dan tidak seperti dulu.;0;
VIDEO: Ganjar Pranowo Tegur Warga yang Viralkan Jalan Rusak: Ada Proses yang Harus Dilaporkan Dulu https://t.co/Q0wTtUZ2jh;0;
@allkacruuut @msaid_didu Harusnya pusat naikan porsi bagian pajak ke daerah yang jalan nya rusak. Bukan malah bangun IKN dan kereta cepat;0;
Kalau jalan rusak ga boleh viral..\nKalau lari pagi ? ??;0;
@Ganjaran_app @ganjarpranowo Pokoknya kalo ada jalan rusak langsung lapor aja;1;
@allkacruuut @msaid_didu Hubungannya adalah cuan, negara harusnya mengalokasikan dana IKN mensejahterakan rakyat dengan membaginya ke daerah untuk perbaiki jalan. Dari pada membangun IKN, Dan kereta cepat. Kalau ApBd daerah gak cukup sampai bumi runtuh masalah jalan rusak gak akan selesai boss;0;
Jog pengen jalan-jalan tapi gatau kemana krna lowbudget akhir bulan 😵‍💫kalau muter ringroad fulltank pertalite 23k cukup ga ya kira-kira? soalnya meteran bensin motor rusak😅 Anyway, have a good day semuaa;0;
Kementerian PUPR menyiapkan anggaran sebesar Rp 32,79 triliun untuk memperbaiki jalan rusak di daerah. Ada pun total anggaran yang dialokasikan untuk tahap pertama perbaikan jalan daerah yang menjadi prioritas pemerintah pada tahun ini, sebesar Rp 14,6 triliun. @jokowi https://t.co/pRM58KRVkq;1;
Tiap tahun aku jadi ka smf aja bikin pengadaan alat bahan poli gigi, alat poli rusak jg aku yg ngurus. \n\nEmg instalasi rawat jalan mau ngurusin?!?!\n\nAku kesal\n\n*Bentar lagi gembok aku lagi kayanya*;0;
Jalan rusak di Kab. Batang kini MULUS! #2024MenangTotal \n\nRaffi ahmad chanyeol Christian adinata music bank exo is nine ysl rp 1 aldi taher fifty fifty kamis 25 mei 2023 ヤモニ 暗黒騎士 新チーム うたプリのシナリオ shawn baru 21 na jaemin thank you jorji aespa brille a cannes https://t.co/QpsRfffFbz;0;
@Ganjaran_app @ganjarpranowo Sat set sat set yaa kinerja Pak Ganjar lapor kemudian jalan rusak udah mulus kembali;1;
@logikapolitikid @tribunnews Ha..ha..ha...anies jadi gubernur jalan jalan di jakut, jaktim juga banyak yg rusak...emang tugas siaoa itu? Jalan jalan non tol didaerah daerah emang itu tugas presiden utk memantau dan memperbaiki...sptnya team anies hanya bisa nyalahkan presiden tanpa pengetahuan;0;
Masyarakat sangat senang karena jalan yg sudah lama rusak, kini diperbaiki. \n#TNIPolriTerusBerbaktiDiPapua https://t.co/1Wn4DxP59K;1;
VIDEO: Ganjar Pranowo Tegur Warga yang Viralkan Jalan Rusak\n\nMenyimak saja….. https://t.co/evdRr8KIDH;0;
@sonnyNtheOlsen2 @Uki23 benar , karna saya merasakan, dari sambas ke perbatasan aruk malaysia itu dulu ga bisa lewat karna jalan tanah, jadi org pada muter lewat entikong jalan rusak tapi aspal( 12jam), skrg jalan aspal mulus di aruk ke sambas jd cuma 3jam;0;
Gubernur Jawa Tegah, Ganjar Pranowo mengecek Jalan Tulis-Bandar di Desa Wonokerto, Kecamatan Bandar, Kabupaten Batang. Jalan yang merupakan akses dari Jalur Pantura Alas Roban sepanjang 5,3 kilometer (Km) itu yang sebelumnya rusak parah.\n\nhttps://t.co/CQxHmfarwf;1;
Pemilu 2014 dan 2019 adalah kisah capres jago B inggris dan kuasai bahasa asing lain yang kalah dgn capres yang terlihat biasa2 saja. Kemampuan bahasa/jaringan luar, jadi jualan ga laku di pilpres lalu. Entah di pilpres 2024. Mngkin lalu.;0;
"@PDI_Perjuangan @ganjarpranowo Buktikan ke rakyat Kendeng, wadas penuhi gak nya tanpa intimidasi, jalan   rusak, kemiskinan, banjir""";0;
Bisa jadi. Yg lari-lari (dari kenyataan) antar kota antar provinsi padahal wilayahnya kebanjiran dan jalan pada rusak, bisa menang nih.. 👏👏👏;0;
@Ganjaran_app @ganjarpranowo Jalan rusak langsung di benerin nih;1;
"Yang dadakan sudah pasti jadi😁\nPerjuangan melewati jalan rusak &amp; panas terik😩\n@iamrmwife @purplelvu https://t.co/H1WQuCaN3Z";0;
Yuk bayar pajak, lagi ada bebas sanksi administrasi dari tanggal 26 April - 21 Juni untuk seluruh masyarakat Jawa Tengah #2024menangtotal \n\nRp 1 Bokap Aldi Taher Bule Masih Pagi BabyMetalJakarta Laurier KDRT Kamis 25 Mei 2023 https://t.co/sC53y0JcB1;1;
Jalan rusak di Kab. Batang kini mulus #2024menangtotal \n\nChristian Adinata haruto Hybe Jorji NA JAEMIN THANK YOU WE DID IT BABY Softex #UniqloIndonesia10th Rp 1 Aldi Taher Ruben KDRT Johnny Bokap Laurier Kamis 25 Mei 2023 https://t.co/5uCGXJvty3;1;
Panjang jalan akhir 2021: 546.116 Km. Berdasar kewenangan: Jalan Negara (47.017Km), Provinsi (54.551Km), Kab/Kota (444.548Km). Diaspal (67,07%), tidak aspal (32,93). Rusak dan rusak berat (31,91%) Penambahan panjang jalan: 2004-2009 (27,73%), 2009-2014(8,80%), 2014-2019 (5,06%). https://t.co/sm6yrroXWe;1;
@BosPurwa @joe_bon_two Ada juga dana desa dipakai jadi patung semar. Giliran jalan rusak bikin viral https://t.co/iOmKKre9wQ;0;
Rusak Parah, Jalan Usaha Tani di Kampung Yasa Mulya, Babinsa Turun Tangan Bersama Rakyat Untuk Perbaiki.\n#TNIPolriTerusBerbaktiDiPapua https://t.co/nBFDdrr5SB;0;
Ganjar cek jalan rusak di Batang.\n\n|| Aldi Taher FIFTY FIFTY Softex Johnny Rp 1 KDRT Chelsea Enzo Laurier Liverpool haruto Hybe Jorji Christian Adinata Kamis 25 Mei 2023 Jumat Siang || https://t.co/fS6EvXdwE6;1;
